   6.5009862e-01   6.5602195e-01   5.3782723e-01   4.8582314e-01   6.0635534e-01   4.3310828e-01   9.6603257e-02   6.4601409e-01   4.2725143e-01   9.6603257e-02   2.8473581e-01   5.0000000e-01   2.9816462e-01   5.1886413e-01   5.7106437e-01   5.7953988e-01   3.1752355e-01   5.2037568e-01
   6.4181545e-01   5.0999522e-01   3.6996505e-01   3.6252165e-01   5.8303169e-01   4.4268134e-01   9.6603257e-02   6.1360817e-01   3.6179051e-01   9.6603257e-02   4.2493075e-01   3.4050165e-01   4.9638700e-01   5.4774130e-01   3.9934624e-01   6.1077156e-01   5.4258292e-01   5.3375404e-01
   6.4948691e-01   5.3617217e-01   3.3401343e-01   3.6267244e-01   5.2193104e-01   4.5474925e-01   9.6603257e-02   7.2904315e-01   3.8439772e-01   9.6603257e-02   4.7482192e-01   3.3401343e-01   2.9997360e-01   5.1698337e-01   4.2700357e-01   3.6779503e-01   5.3344705e-01   2.9997360e-01
   6.1386164e-01   4.7210462e-01   3.2951230e-01   3.2714705e-01   6.8344190e-01   4.3642177e-01   9.6603257e-02   4.9095859e-01   4.1735724e-01   9.6603257e-02   4.6146282e-01   2.9170897e-01   2.5215459e-01   5.6858974e-01   3.2857042e-01   3.9611164e-01   3.8049249e-01   5.3082395e-01
   5.7772619e-01   6.5900970e-01   4.8250150e-01   3.4015451e-01   4.9581799e-01   4.7788797e-01   9.6603257e-02   6.4174443e-01   6.1819131e-01   9.6603257e-02   2.5215459e-01   3.6940359e-01   3.6940359e-01   5.4901416e-01   3.4015451e-01   4.4222519e-01   3.6940359e-01   5.7564696e-01
   5.2202824e-01   5.3396490e-01   4.4363031e-01   4.0727352e-01   5.9804680e-01   4.6198617e-01   9.6603257e-02   7.4350989e-01   5.1630018e-01   9.6603257e-02   3.2748758e-01   3.6874607e-01   3.4956703e-01   5.9575452e-01   4.6963266e-01   5.0289080e-01   4.2554502e-01   2.7455307e-01
   6.5175567e-01   7.3936000e-01   4.6330327e-01   5.3078963e-01   5.3433936e-01   4.8566424e-01   9.6603257e-02   6.1671775e-01   4.9832883e-01   9.6603257e-02   9.6603257e-02   4.6330327e-01   9.6603257e-02   5.3078963e-01   3.8791101e-01   5.0167117e-01   5.4785228e-01   5.8766847e-01
   6.8645712e-01   5.9310538e-01   5.4004139e-01   5.4004139e-01   4.4566232e-01   6.2740145e-01   9.6603257e-02   6.9190741e-01   3.7097271e-01   9.6603257e-02   5.2142544e-01   5.4004139e-01   5.2142544e-01   5.3333384e-01   5.7465701e-01   6.5476837e-01   5.4004139e-01   5.2142544e-01
   6.1990586e-01   6.7034583e-01   3.4435201e-01   3.4990138e-01   6.7950020e-01   3.4112396e-01   9.6603257e-02   6.0475415e-01   4.5723443e-01   9.6603257e-02   3.5643519e-01   3.0484964e-01   2.8473581e-01   5.1218055e-01   6.0475415e-01   4.9271235e-01   5.1399237e-01   4.9893446e-01
   6.2713256e-01   6.2839887e-01   5.3180321e-01   5.6775481e-01   6.7507969e-01   4.7870043e-01   9.6603257e-02   5.3145966e-01   5.1473390e-01   9.6603257e-02   5.4629250e-01   4.7768406e-01   3.3620809e-01   4.5902321e-01   4.3446093e-01   5.4931016e-01   9.6603257e-02   4.6655312e-01
   4.6374598e-01   5.4028490e-01   5.0534288e-01   5.5707140e-01   6.3086040e-01   5.4613074e-01   3.1657647e-01   7.2497401e-01   4.8264344e-01   9.6603257e-02   9.6603257e-02   5.1636016e-01   5.2836539e-01   5.5955322e-01   3.8565699e-01   4.8898079e-01   4.5278395e-01   4.4841350e-01
   5.8482544e-01   6.0855176e-01   3.9106429e-01   3.9866358e-01   6.0800147e-01   4.0665000e-01   2.7317648e-01   5.3135072e-01   4.1032786e-01   9.6603257e-02   3.3712726e-01   3.4275163e-01   3.5799427e-01   4.2997067e-01   4.7361299e-01   4.7596890e-01   3.1011961e-01   3.6742720e-01
   5.7572090e-01   4.7847566e-01   5.0024187e-01   5.1184175e-01   6.0346757e-01   5.2529629e-01   9.6603257e-02   7.3975754e-01   4.2911033e-01   2.7607682e-01   3.3372958e-01   5.1059748e-01   4.4360362e-01   5.3502403e-01   5.8966381e-01   5.5016800e-01   4.3834321e-01   4.5658857e-01
   6.5932899e-01   7.2656708e-01   5.0775478e-01   5.4690743e-01   6.8506231e-01   4.0271561e-01   9.6603257e-02   4.5985114e-01   4.5869914e-01   9.6603257e-02   2.7311762e-01   4.3636771e-01   5.0801102e-01   3.7304376e-01   6.7851981e-01   4.6979890e-01   4.3614954e-01   5.0801102e-01
   6.9342252e-01   5.5228791e-01   2.8618058e-01   4.0295469e-01   6.5349432e-01   5.5246048e-01   9.6603257e-02   6.8310154e-01   3.3796243e-01   9.6603257e-02   3.0028557e-01   3.7262844e-01   3.1892323e-01   6.0475415e-01   3.3205351e-01   6.7570054e-01   4.7960656e-01   3.5899051e-01
   6.6862222e-01   5.3996807e-01   4.2387896e-01   4.1400625e-01   5.0130965e-01   4.6013986e-01   9.6603257e-02   6.2948889e-01   4.0240279e-01   9.6603257e-02   3.1459563e-01   4.2965315e-01   3.8551197e-01   5.6619172e-01   4.1263961e-01   7.2859644e-01   4.9699944e-01   3.1459563e-01
   6.5549930e-01   6.7732200e-01   5.7301194e-01   6.0534473e-01   5.9310538e-01   4.9449523e-01   9.6603257e-02   6.3192879e-01   6.2567543e-01   4.2635258e-01   3.5308961e-01   4.3311998e-01   4.8698913e-01   4.5623868e-01   6.5918161e-01   5.5703648e-01   4.6330327e-01   4.9945397e-01
   7.4128318e-01   5.2341802e-01   4.4790570e-01   3.5543818e-01   5.8189626e-01   6.3597940e-01   9.6603257e-02   5.3996807e-01   3.8875856e-01   9.6603257e-02   4.2421837e-01   4.4790570e-01   3.2517879e-01   4.5849774e-01   4.4702924e-01   6.2605981e-01   3.6644713e-01   4.2115039e-01
   7.1352891e-01   5.2050860e-01   9.6603257e-02   5.4091201e-01   5.0620354e-01   5.8578667e-01   9.6603257e-02   6.3666562e-01   4.4102049e-01   9.6603257e-02   5.4091201e-01   5.1369097e-01   5.4091201e-01   6.7338435e-01   3.0756119e-01   4.4102049e-01   5.1369097e-01   9.6603257e-02
   5.1395860e-01   4.5155085e-01   3.6194556e-01   4.5076067e-01   6.1170405e-01   4.2249223e-01   9.6603257e-02   6.0499307e-01   4.3679518e-01   9.6603257e-02   4.2794851e-01   4.1075267e-01   4.0126772e-01   5.4467862e-01   5.5150427e-01   4.5295707e-01   4.5373571e-01   4.3133943e-01
   6.2852974e-01   6.3761076e-01   5.4467762e-01   5.5224787e-01   6.3275223e-01   5.0700845e-01   9.6603257e-02   6.3474143e-01   6.1456356e-01   9.6603257e-02   4.7520762e-01   5.0482972e-01   4.6937069e-01   5.2670722e-01   5.5477750e-01   5.9618775e-01   4.9328846e-01   4.9560350e-01
   6.4866569e-01   6.4218992e-01   4.7595286e-01   5.0188390e-01   5.7816303e-01   4.2920559e-01   9.6603257e-02   6.4879337e-01   5.1852000e-01   9.6603257e-02   3.5832130e-01   4.8513115e-01   3.8647312e-01   4.3439451e-01   5.0650268e-01   5.2770441e-01   3.7178798e-01   3.1855730e-01
   5.6989667e-01   6.6713876e-01   5.1369097e-01   4.9879240e-01   6.2339424e-01   5.8480844e-01   9.6603257e-02   7.7011112e-01   6.0531047e-01   9.6603257e-02   1.4291825e-01   4.4414192e-01   4.5861166e-01   6.6847196e-01   5.1798283e-01   4.4287074e-01   4.7214800e-01   5.1458044e-01
