Action,Adventure,Animation,Children,Comedy,Crime,Documantary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western
0.607017513659593,0.64483098729128,0.329198449372525,0.372867045409253,0.494328714492068,0.393374665032036,0.0966032574488267,0.501849541630561,0.625453225081024,0.0966032574488267,0.499415328675875,0.288331982076102,0.368124184705234,0.363189407511063,0.487434780731362,0.501260350690623,0.32457051797042,0.291332352088919
0.679504194086236,0.70968807755807,0.286569520261562,0.286569520261562,0.438745176800925,0.505429286821139,0.0966032574488267,0.557606628611091,0.25215459171121,0.505429286821139,0.518967950577525,0.307761857036803,0.486996772527688,0.37737442447636,0.660101837566658,0.586161190377043,0.430207203204512,0.453074024095874
0.57405358422704,0.575480778954935,0.298639719863792,0.428947907685736,0.541344529106032,0.467190824019805,0.304451654184217,0.5764717356851,0.469898948447151,0.268734850493127,0.449357806165709,0.343098745707224,0.450782449493353,0.401368745987234,0.73629701843021,0.585363578761213,0.48516875949653,0.389498803480084
0.659745457537471,0.47930923073753,0.378302731275243,0.408228221434936,0.600474888856064,0.395245854697653,0.0966032574488267,0.52628009152755,0.373755965119319,0.0966032574488267,0.0966032574488267,0.378302731275243,0.298537562065944,0.400045984552241,0.349901379215053,0.64644915391028,0.347679085705917,0.347679085705917
0.650098620784947,0.656021954743871,0.537827225926584,0.485823142813841,0.606355343248454,0.433108280324121,0.0966032574488267,0.646014091596546,0.427251427283746,0.0966032574488267,0.284735810263214,0.500000000000001,0.298164623086142,0.518864126486211,0.571064368767846,0.579539883871599,0.317523545870431,0.520375681794341
0.517480766920486,0.57149650352668,0.532535572016547,0.349901379215053,0.720399492039089,0.348873218670706,0.0966032574488267,0.604754145302344,0.420633680870677,0.0966032574488267,0.0966032574488267,0.168538149597276,0.501671172821345,0.612884374484671,0.3890296248842,0.468540341926994,0.0966032574488267,0.0966032574488267
0.469815974934091,0.466090444105869,0.300550096835278,0.32988933230589,0.571224307454367,0.331191498074655,0.0966032574488267,0.618966937285849,0.347751529058353,0.273001843025306,0.314262727154331,0.303631107490221,0.332626764006441,0.525124411104751,0.444154756182272,0.414507109589523,0.336035023992854,0.30076905474883
0.641815447659503,0.509995223439788,0.369965048003867,0.362521648693382,0.583031692543243,0.442681335984036,0.0966032574488267,0.613608173722876,0.361790511856861,0.0966032574488267,0.424930750606743,0.340501653008556,0.496387001897668,0.547741297754512,0.399346235385891,0.610771563640146,0.542582919138536,0.53375403655127
0.396386676916261,0.266410766178645,0.25215459171121,0.185746664094918,0.407573469605959,0.425878356346968,0.0966032574488267,0.514508166267866,0.25215459171121,0.0966032574488267,0.499677046581514,0.0966032574488267,0.461283130199064,0.389836170252176,0.294884177803876,0.481969481331746,0.337392168182201,0.0966032574488267
0.649486910893083,0.536172168552636,0.334013429530708,0.362672440652102,0.521931039193029,0.454749252515441,0.0966032574488267,0.729043154113532,0.384397722987734,0.0966032574488267,0.474821915291477,0.334013429530708,0.299973603735956,0.516983368587406,0.427003569406872,0.367795032569342,0.533447051687827,0.299973603735956
0.672693022829119,0.571355514677792,0.442077524763307,0.418213922152874,0.528299432437663,0.375985140429069,0.340590932898357,0.544321875332714,0.464130259864312,0.469459263777756,0.422740329435464,0.32434727520069,0.38517542954453,0.431763485537779,0.686439406558826,0.583292560038495,0.321264991897984,0.26571179753013
0.622434751115213,0.592861105626124,0.38791101029396,0.41017644166855,0.583714418698673,0.38791101029396,0.0966032574488267,0.523204515471886,0.41017644166855,0.0966032574488267,0.0966032574488267,0.36512619042407,0.330555152673875,0.468540341926994,0.4454132024667,0.576984259901686,0.38791101029396,0.30179912050152
0.610494225890107,0.452454391518007,0.275331882932965,0.274181851457787,0.564121875348032,0.421231511746052,0.0966032574488267,0.654663653290604,0.368757165425151,0.0966032574488267,0.505159384091221,0.25215459171121,0.486051443395531,0.461936022075839,0.421944005171776,0.583371917550807,0.569149372231477,0.429105359993233
0.397074900573586,0.542317127629734,0.474659497514271,0.541699147014045,0.724946141009232,0.339698015519533,0.0966032574488267,0.603240518486402,0.437541583917792,0.0966032574488267,0.157752401672064,0.393121174577686,0.316679886426517,0.555405508639668,0.401492542802468,0.33924960023234,0.362176759098209,0.341618423054684
0.296337473007088,0.33024145372201,0.367110915583365,0.401295600731302,0.497712943820392,0.328600437036053,0.325161795934177,0.675767208273049,0.333739085402932,0.0966032574488267,0.292246612653947,0.367110915583365,0.292246612653947,0.436795180452514,0.335356799274094,0.449565476697007,0.445613819016707,0.292246612653947
0.501947259205251,0.384048735356572,0.286970596381464,0.30839555771087,0.821808177153605,0.431339429594971,0.0966032574488267,0.498617763313271,0.394646771621182,0.0966032574488267,0.25215459171121,0.505707966115424,0.0966032574488267,0.646916293388238,0.323195211539602,0.350991916150931,0.319690191396486,0.286970596381464
0.739627011062528,0.531459658073006,0.0966032574488267,0.314059820768852,0.497093384668142,0.343242031990574,0.0966032574488267,0.658057525920846,0.0966032574488267,0.0966032574488267,0.0966032574488267,0.0966032574488267,0.314059820768852,0.409462013760629,0.409462013760629,0.736329171960962,0.550624305338501,0.0966032574488267
0.282321868535504,0.282473145635812,0.325773428211121,0.325773428211121,0.57618718732706,0.484839476180412,0.261456511286046,0.735312120265344,0.336516284693432,0.424012723732049,0.288955430680716,0.294776077515189,0.386072937210113,0.567294778072476,0.272899473409471,0.400005873726667,0.378897642037376,0.335606349978491
0.526283131990898,0.52181937826538,0.351608596738727,0.401267718632516,0.587621582982252,0.458541295833573,0.0966032574488267,0.61559920920841,0.440529880108514,0.0966032574488267,0.308421217012642,0.351608596738727,0.334341521519132,0.451395502467269,0.366464033194694,0.619595420760271,0.0966032574488267,0.0966032574488267
0.442182223511933,0.517312408540716,0.343364219542382,0.352737982469335,0.554280744888458,0.47930923073753,0.0966032574488267,0.599143907390077,0.404245476960541,0.0966032574488267,0.373755965119319,0.0966032574488267,0.368057295351831,0.343196796520364,0.352737982469335,0.517027913369386,0.45654203079624,0.303948775150252
0.464950805886358,0.437770383146859,0.353646305563223,0.350290737410816,0.471518631626654,0.502662855100137,0.428430247075278,0.718759893803579,0.355003944001368,0.313095186057942,0.423559113213186,0.308035920012554,0.389977821435581,0.38670956005451,0.45741377254036,0.517870841940394,0.346775597942253,0.340769820747063
0.705407619008405,0.485414062066652,0.316979678825414,0.316979678825414,0.446535235130012,0.542443413070084,0.0966032574488267,0.605565493100849,0.349037912794814,0.0966032574488267,0.308168606331275,0.0966032574488267,0.395014279888916,0.347740945833455,0.416973180520515,0.701673662711792,0.316139134512875,0.287324745957341
0.510019736358267,0.365121001555449,0.319693974194412,0.317583304618115,0.576511894218764,0.63664034009403,0.498863451968898,0.73673426066976,0.40525531496305,0.338677059320886,0.274953837983802,0.12212250190286,0.510549044622202,0.537163964991627,0.439101725893641,0.597804724610018,0.342810197147501,0.310095417810067
0.473117660095953,0.413338146638977,0.297350573362397,0.312418757817427,0.542547978148185,0.424126853762628,0.273461683211371,0.591864207530962,0.351821249165554,0.300855421641786,0.340063123743443,0.276526735568932,0.34193504769718,0.399587445602444,0.396371775956335,0.49386798850634,0.318129270708232,0.309431872895256
0.459040213575455,0.469609815995487,0.324973461212726,0.364264908126397,0.695738007129027,0.469080348963351,0.0966032574488267,0.664748232010067,0.403813736855977,0.0966032574488267,0.34097382652856,0.292980340749189,0.319762485966789,0.461079226045436,0.369205490886067,0.434243694782891,0.32279670325749,0.30807471757874
0.497406193196691,0.388669093133417,0.3224044241719,0.346603726494155,0.600387532777167,0.485658761366345,0.0966032574488267,0.600617415721313,0.361929085648911,0.0966032574488267,0.355475603426219,0.3224044241719,0.355624315979968,0.469750925053062,0.399346235385891,0.593524614386791,0.386805514061998,0.300857194457564
0.545346344793267,0.574957831648262,0.329274743923898,0.325241803350941,0.737426405943648,0.465284581889307,0.38673827139532,0.678227782660935,0.36561746125985,0.0966032574488267,0.296757412831116,0.25215459171121,0.329026870324325,0.540959786424544,0.405293553310278,0.467156680491137,0.325241803350941,0.472424694356977
