0.607017514	0.644830987	0.329198449	0.372867045	0.494328714	0.393374665	0.096603257	0.501849542	0.625453225	0.096603257	0.499415329	0.288331982	0.368124185	0.363189408	0.487434781	0.501260351	0.324570518	0.291332352
0.679504194	0.709688078	0.28656952	0.28656952	0.438745177	0.505429287	0.096603257	0.557606629	0.252154592	0.505429287	0.518967951	0.307761857	0.486996773	0.377374424	0.660101838	0.58616119	0.430207203	0.453074024
0.574053584	0.575480779	0.29863972	0.428947908	0.541344529	0.467190824	0.304451654	0.576471736	0.469898948	0.26873485	0.449357806	0.343098746	0.450782449	0.401368746	0.736297018	0.585363579	0.485168759	0.389498803
0.659745458	0.479309231	0.378302731	0.408228221	0.600474889	0.395245855	0.096603257	0.526280092	0.373755965	0.096603257	0.096603257	0.378302731	0.298537562	0.400045985	0.349901379	0.646449154	0.347679086	0.347679086
0.650098621	0.656021955	0.537827226	0.485823143	0.606355343	0.43310828	0.096603257	0.646014092	0.427251427	0.096603257	0.28473581	0.5	0.298164623	0.518864126	0.571064369	0.579539884	0.317523546	0.520375682
0.517480767	0.571496504	0.532535572	0.349901379	0.720399492	0.348873219	0.096603257	0.604754145	0.420633681	0.096603257	0.096603257	0.16853815	0.501671173	0.612884374	0.389029625	0.468540342	0.096603257	0.096603257
0.469815975	0.466090444	0.300550097	0.329889332	0.571224307	0.331191498	0.096603257	0.618966937	0.347751529	0.273001843	0.314262727	0.303631107	0.332626764	0.525124411	0.444154756	0.41450711	0.336035024	0.300769055
0.641815448	0.509995223	0.369965048	0.362521649	0.583031693	0.442681336	0.096603257	0.613608174	0.361790512	0.096603257	0.424930751	0.340501653	0.496387002	0.547741298	0.399346235	0.610771564	0.542582919	0.533754037
0.396386677	0.266410766	0.252154592	0.185746664	0.40757347	0.425878356	0.096603257	0.514508166	0.252154592	0.096603257	0.499677047	0.096603257	0.46128313	0.38983617	0.294884178	0.481969481	0.337392168	0.096603257
0.649486911	0.536172169	0.33401343	0.362672441	0.521931039	0.454749253	0.096603257	0.729043154	0.384397723	0.096603257	0.474821915	0.33401343	0.299973604	0.516983369	0.427003569	0.367795033	0.533447052	0.299973604
0.672693023	0.571355515	0.442077525	0.418213922	0.528299432	0.37598514	0.340590933	0.544321875	0.46413026	0.469459264	0.422740329	0.324347275	0.38517543	0.431763486	0.686439407	0.58329256	0.321264992	0.265711798
0.622434751	0.592861106	0.38791101	0.410176442	0.583714419	0.38791101	0.096603257	0.523204515	0.410176442	0.096603257	0.096603257	0.36512619	0.330555153	0.468540342	0.445413202	0.57698426	0.38791101	0.301799121
0.610494226	0.452454392	0.275331883	0.274181851	0.564121875	0.421231512	0.096603257	0.654663653	0.368757165	0.096603257	0.505159384	0.252154592	0.486051443	0.461936022	0.421944005	0.583371918	0.569149372	0.42910536
0.397074901	0.542317128	0.474659498	0.541699147	0.724946141	0.339698016	0.096603257	0.603240518	0.437541584	0.096603257	0.157752402	0.393121175	0.316679886	0.555405509	0.401492543	0.3392496	0.362176759	0.341618423
0.296337473	0.330241454	0.367110916	0.401295601	0.497712944	0.328600437	0.325161796	0.675767208	0.333739085	0.096603257	0.292246613	0.367110916	0.292246613	0.43679518	0.335356799	0.449565477	0.445613819	0.292246613
0.501947259	0.384048735	0.286970596	0.308395558	0.821808177	0.43133943	0.096603257	0.498617763	0.394646772	0.096603257	0.252154592	0.505707966	0.096603257	0.646916293	0.323195212	0.350991916	0.319690191	0.286970596
